district_year,location,year,POP,fips
North Carolina-Mecklenburg:2013,North Carolina-Mecklenburg,2013,990677,37119
North Carolina-Mecklenburg:2014,North Carolina-Mecklenburg,2014,1010229,37119
North Carolina-Mecklenburg:2015,North Carolina-Mecklenburg,2015,1033238,37119
North Carolina-Mecklenburg:2016,North Carolina-Mecklenburg,2016,1056901,37119
North Carolina-Mecklenburg:2017,North Carolina-Mecklenburg,2017,1078128,37119
North Carolina-Mecklenburg:2018,North Carolina-Mecklenburg,2018,1093750,37119
North Carolina-Mecklenburg:2019,North Carolina-Mecklenburg,2019,1110356,37119
North Carolina-Mitchell:2000,North Carolina-Mitchell,2000,15725,37121
North Carolina-Mitchell:2001,North Carolina-Mitchell,2001,15860,37121
North Carolina-Mitchell:2002,North Carolina-Mitchell,2002,15856,37121
North Carolina-Mitchell:2003,North Carolina-Mitchell,2003,15837,37121
North Carolina-Mitchell:2004,North Carolina-Mitchell,2004,15928,37121
North Carolina-Mitchell:2005,North Carolina-Mitchell,2005,15858,37121
North Carolina-Mitchell:2006,North Carolina-Mitchell,2006,15699,37121
North Carolina-Mitchell:2007,North Carolina-Mitchell,2007,15746,37121
North Carolina-Mitchell:2008,North Carolina-Mitchell,2008,15740,37121
North Carolina-Mitchell:2009,North Carolina-Mitchell,2009,15671,37121
North Carolina-Mitchell:2010,North Carolina-Mitchell,2010,15512,37121
North Carolina-Mitchell:2011,North Carolina-Mitchell,2011,15356,37121
North Carolina-Mitchell:2012,North Carolina-Mitchell,2012,15330,37121
North Carolina-Mitchell:2013,North Carolina-Mitchell,2013,15282,37121
North Carolina-Mitchell:2014,North Carolina-Mitchell,2014,15174,37121
North Carolina-Mitchell:2015,North Carolina-Mitchell,2015,15071,37121
North Carolina-Mitchell:2016,North Carolina-Mitchell,2016,14996,37121
North Carolina-Mitchell:2017,North Carolina-Mitchell,2017,14992,37121
North Carolina-Mitchell:2018,North Carolina-Mitchell,2018,14996,37121
North Carolina-Mitchell:2019,North Carolina-Mitchell,2019,14964,37121
North Carolina-Montgomery:2000,North Carolina-Montgomery,2000,26892,37123
North Carolina-Montgomery:2001,North Carolina-Montgomery,2001,26952,37123
North Carolina-Montgomery:2002,North Carolina-Montgomery,2002,26991,37123
North Carolina-Montgomery:2003,North Carolina-Montgomery,2003,27226,37123
North Carolina-Montgomery:2004,North Carolina-Montgomery,2004,27077,37123
North Carolina-Montgomery:2005,North Carolina-Montgomery,2005,27153,37123
North Carolina-Montgomery:2006,North Carolina-Montgomery,2006,27311,37123
North Carolina-Montgomery:2007,North Carolina-Montgomery,2007,27490,37123
North Carolina-Montgomery:2008,North Carolina-Montgomery,2008,27716,37123
North Carolina-Montgomery:2009,North Carolina-Montgomery,2009,27710,37123
North Carolina-Montgomery:2010,North Carolina-Montgomery,2010,27729,37123
North Carolina-Montgomery:2011,North Carolina-Montgomery,2011,27706,37123
North Carolina-Montgomery:2012,North Carolina-Montgomery,2012,27522,37123
North Carolina-Montgomery:2013,North Carolina-Montgomery,2013,27446,37123
North Carolina-Montgomery:2014,North Carolina-Montgomery,2014,27283,37123
North Carolina-Montgomery:2015,North Carolina-Montgomery,2015,27438,37123
North Carolina-Montgomery:2016,North Carolina-Montgomery,2016,27301,37123
North Carolina-Montgomery:2017,North Carolina-Montgomery,2017,27269,37123
North Carolina-Montgomery:2018,North Carolina-Montgomery,2018,27077,37123
North Carolina-Montgomery:2019,North Carolina-Montgomery,2019,27173,37123
North Carolina-Moore:2000,North Carolina-Moore,2000,75177,37125
North Carolina-Moore:2001,North Carolina-Moore,2001,76259,37125
North Carolina-Moore:2002,North Carolina-Moore,2002,77521,37125
North Carolina-Moore:2003,North Carolina-Moore,2003,78333,37125
North Carolina-Moore:2004,North Carolina-Moore,2004,79475,37125
North Carolina-Moore:2005,North Carolina-Moore,2005,80841,37125
North Carolina-Moore:2006,North Carolina-Moore,2006,82838,37125
North Carolina-Moore:2007,North Carolina-Moore,2007,84795,37125
North Carolina-Moore:2008,North Carolina-Moore,2008,86122,37125
North Carolina-Moore:2009,North Carolina-Moore,2009,87244,37125
North Carolina-Moore:2010,North Carolina-Moore,2010,88594,37125
North Carolina-Moore:2011,North Carolina-Moore,2011,89262,37125
North Carolina-Moore:2012,North Carolina-Moore,2012,90191,37125
North Carolina-Moore:2013,North Carolina-Moore,2013,91366,37125
North Carolina-Moore:2014,North Carolina-Moore,2014,92816,37125
North Carolina-Moore:2015,North Carolina-Moore,2015,94013,37125
North Carolina-Moore:2016,North Carolina-Moore,2016,95405,37125
North Carolina-Moore:2017,North Carolina-Moore,2017,97368,37125
North Carolina-Moore:2018,North Carolina-Moore,2018,98805,37125
North Carolina-Moore:2019,North Carolina-Moore,2019,100880,37125
North Carolina-Nash:2000,North Carolina-Nash,2000,87696,37127
North Carolina-Nash:2001,North Carolina-Nash,2001,88242,37127
North Carolina-Nash:2002,North Carolina-Nash,2002,88843,37127
North Carolina-Nash:2003,North Carolina-Nash,2003,89493,37127
North Carolina-Nash:2004,North Carolina-Nash,2004,90262,37127
North Carolina-Nash:2005,North Carolina-Nash,2005,90876,37127
North Carolina-Nash:2006,North Carolina-Nash,2006,92127,37127
North Carolina-Nash:2007,North Carolina-Nash,2007,93733,37127
North Carolina-Nash:2008,North Carolina-Nash,2008,94718,37127
North Carolina-Nash:2009,North Carolina-Nash,2009,95492,37127
North Carolina-Nash:2010,North Carolina-Nash,2010,95786,37127
North Carolina-Nash:2011,North Carolina-Nash,2011,95740,37127
North Carolina-Nash:2012,North Carolina-Nash,2012,95187,37127
North Carolina-Nash:2013,North Carolina-Nash,2013,94421,37127
North Carolina-Nash:2014,North Carolina-Nash,2014,94200,37127
North Carolina-Nash:2015,North Carolina-Nash,2015,93786,37127
North Carolina-Nash:2016,North Carolina-Nash,2016,93953,37127
North Carolina-Nash:2017,North Carolina-Nash,2017,94019,37127
North Carolina-Nash:2018,North Carolina-Nash,2018,94094,37127
North Carolina-Nash:2019,North Carolina-Nash,2019,94298,37127
North Carolina-New Hanover:2000,North Carolina-New Hanover,2000,160887,37129
North Carolina-New Hanover:2001,North Carolina-New Hanover,2001,164386,37129
North Carolina-New Hanover:2002,North Carolina-New Hanover,2002,168147,37129
North Carolina-New Hanover:2003,North Carolina-New Hanover,2003,171928,37129
North Carolina-New Hanover:2004,North Carolina-New Hanover,2004,178362,37129
North Carolina-New Hanover:2005,North Carolina-New Hanover,2005,185412,37129
North Carolina-New Hanover:2006,North Carolina-New Hanover,2006,190791,37129
North Carolina-New Hanover:2007,North Carolina-New Hanover,2007,194339,37129
North Carolina-New Hanover:2008,North Carolina-New Hanover,2008,197709,37129
North Carolina-New Hanover:2009,North Carolina-New Hanover,2009,200178,37129
North Carolina-New Hanover:2010,North Carolina-New Hanover,2010,203284,37129
North Carolina-New Hanover:2011,North Carolina-New Hanover,2011,205966,37129
North Carolina-New Hanover:2012,North Carolina-New Hanover,2012,209045,37129
North Carolina-New Hanover:2013,North Carolina-New Hanover,2013,212921,37129
North Carolina-New Hanover:2014,North Carolina-New Hanover,2014,215963,37129
North Carolina-New Hanover:2015,North Carolina-New Hanover,2015,219422,37129
North Carolina-New Hanover:2016,North Carolina-New Hanover,2016,224809,37129
North Carolina-New Hanover:2017,North Carolina-New Hanover,2017,228728,37129
North Carolina-New Hanover:2018,North Carolina-New Hanover,2018,232256,37129
North Carolina-New Hanover:2019,North Carolina-New Hanover,2019,234473,37129
North Carolina-Northampton:2000,North Carolina-Northampton,2000,22041,37131
North Carolina-Northampton:2001,North Carolina-Northampton,2001,22063,37131
North Carolina-Northampton:2002,North Carolina-Northampton,2002,22073,37131
North Carolina-Northampton:2003,North Carolina-Northampton,2003,22101,37131
North Carolina-Northampton:2004,North Carolina-Northampton,2004,21981,37131
North Carolina-Northampton:2005,North Carolina-Northampton,2005,22180,37131
North Carolina-Northampton:2006,North Carolina-Northampton,2006,22112,37131
North Carolina-Northampton:2007,North Carolina-Northampton,2007,22293,37131
North Carolina-Northampton:2008,North Carolina-Northampton,2008,22259,37131
North Carolina-Northampton:2009,North Carolina-Northampton,2009,22102,37131
North Carolina-Northampton:2010,North Carolina-Northampton,2010,22039,37131
North Carolina-Northampton:2011,North Carolina-Northampton,2011,21916,37131
North Carolina-Northampton:2012,North Carolina-Northampton,2012,21285,37131
North Carolina-Northampton:2013,North Carolina-Northampton,2013,20856,37131
North Carolina-Northampton:2014,North Carolina-Northampton,2014,20652,37131
North Carolina-Northampton:2015,North Carolina-Northampton,2015,20533,37131
North Carolina-Northampton:2016,North Carolina-Northampton,2016,20127,37131
North Carolina-Northampton:2017,North Carolina-Northampton,2017,19890,37131
North Carolina-Northampton:2018,North Carolina-Northampton,2018,19698,37131
North Carolina-Northampton:2019,North Carolina-Northampton,2019,19483,37131
North Carolina-Onslow:2000,North Carolina-Onslow,2000,150678,37133
North Carolina-Onslow:2001,North Carolina-Onslow,2001,151068,37133
North Carolina-Onslow:2002,North Carolina-Onslow,2002,153397,37133
North Carolina-Onslow:2003,North Carolina-Onslow,2003,150481,37133
North Carolina-Onslow:2004,North Carolina-Onslow,2004,158837,37133
North Carolina-Onslow:2005,North Carolina-Onslow,2005,157205,37133
North Carolina-Onslow:2006,North Carolina-Onslow,2006,161185,37133
North Carolina-Onslow:2007,North Carolina-Onslow,2007,163256,37133
North Carolina-Onslow:2008,North Carolina-Onslow,2008,169059,37133
North Carolina-Onslow:2009,North Carolina-Onslow,2009,173064,37133
North Carolina-Onslow:2010,North Carolina-Onslow,2010,186892,37133
North Carolina-Onslow:2011,North Carolina-Onslow,2011,184993,37133
North Carolina-Onslow:2012,North Carolina-Onslow,2012,190678,37133
North Carolina-Onslow:2013,North Carolina-Onslow,2013,192354,37133
North Carolina-Onslow:2014,North Carolina-Onslow,2014,191822,37133
North Carolina-Onslow:2015,North Carolina-Onslow,2015,193114,37133
North Carolina-Onslow:2016,North Carolina-Onslow,2016,192314,37133
North Carolina-Onslow:2017,North Carolina-Onslow,2017,195066,37133
North Carolina-Onslow:2018,North Carolina-Onslow,2018,196915,37133
North Carolina-Onslow:2019,North Carolina-Onslow,2019,197938,37133
North Carolina-Orange:2000,North Carolina-Orange,2000,116141,37135
North Carolina-Orange:2001,North Carolina-Orange,2001,118684,37135
North Carolina-Orange:2002,North Carolina-Orange,2002,117667,37135
North Carolina-Orange:2003,North Carolina-Orange,2003,118667,37135
North Carolina-Orange:2004,North Carolina-Orange,2004,119320,37135
North Carolina-Orange:2005,North Carolina-Orange,2005,121526,37135
North Carolina-Orange:2006,North Carolina-Orange,2006,124286,37135
North Carolina-Orange:2007,North Carolina-Orange,2007,127193,37135
North Carolina-Orange:2008,North Carolina-Orange,2008,129764,37135
North Carolina-Orange:2009,North Carolina-Orange,2009,132369,37135
North Carolina-Orange:2010,North Carolina-Orange,2010,133981,37135
North Carolina-Orange:2011,North Carolina-Orange,2011,134825,37135
North Carolina-Orange:2012,North Carolina-Orange,2012,137817,37135
North Carolina-Orange:2013,North Carolina-Orange,2013,139397,37135
North Carolina-Orange:2014,North Carolina-Orange,2014,140321,37135
North Carolina-Orange:2015,North Carolina-Orange,2015,141298,37135
North Carolina-Orange:2016,North Carolina-Orange,2016,142800,37135
North Carolina-Orange:2017,North Carolina-Orange,2017,143626,37135
North Carolina-Orange:2018,North Carolina-Orange,2018,147980,37135
North Carolina-Orange:2019,North Carolina-Orange,2019,148476,37135
North Carolina-Pamlico:2000,North Carolina-Pamlico,2000,12913,37137
North Carolina-Pamlico:2001,North Carolina-Pamlico,2001,12848,37137
North Carolina-Pamlico:2002,North Carolina-Pamlico,2002,12919,37137
North Carolina-Pamlico:2003,North Carolina-Pamlico,2003,12913,37137
North Carolina-Pamlico:2004,North Carolina-Pamlico,2004,12849,37137
North Carolina-Pamlico:2005,North Carolina-Pamlico,2005,13005,37137
North Carolina-Pamlico:2006,North Carolina-Pamlico,2006,12995,37137
North Carolina-Pamlico:2007,North Carolina-Pamlico,2007,13013,37137
North Carolina-Pamlico:2008,North Carolina-Pamlico,2008,13094,37137
North Carolina-Pamlico:2009,North Carolina-Pamlico,2009,13136,37137
North Carolina-Pamlico:2010,North Carolina-Pamlico,2010,13109,37137
North Carolina-Pamlico:2011,North Carolina-Pamlico,2011,13244,37137
North Carolina-Pamlico:2012,North Carolina-Pamlico,2012,13019,37137
North Carolina-Pamlico:2013,North Carolina-Pamlico,2013,12880,37137
North Carolina-Pamlico:2014,North Carolina-Pamlico,2014,12872,37137
North Carolina-Pamlico:2015,North Carolina-Pamlico,2015,12741,37137
North Carolina-Pamlico:2016,North Carolina-Pamlico,2016,12765,37137
North Carolina-Pamlico:2017,North Carolina-Pamlico,2017,12638,37137
North Carolina-Pamlico:2018,North Carolina-Pamlico,2018,12633,37137
North Carolina-Pamlico:2019,North Carolina-Pamlico,2019,12726,37137
North Carolina-Pasquotank:2000,North Carolina-Pasquotank,2000,34874,37139
North Carolina-Pasquotank:2001,North Carolina-Pasquotank,2001,34787,37139
North Carolina-Pasquotank:2002,North Carolina-Pasquotank,2002,35281,37139
North Carolina-Pasquotank:2003,North Carolina-Pasquotank,2003,35673,37139
North Carolina-Pasquotank:2004,North Carolina-Pasquotank,2004,36533,37139
North Carolina-Pasquotank:2005,North Carolina-Pasquotank,2005,37741,37139
North Carolina-Pasquotank:2006,North Carolina-Pasquotank,2006,38956,37139
North Carolina-Pasquotank:2007,North Carolina-Pasquotank,2007,40049,37139
North Carolina-Pasquotank:2008,North Carolina-Pasquotank,2008,40554,37139
North Carolina-Pasquotank:2009,North Carolina-Pasquotank,2009,40541,37139
North Carolina-Pasquotank:2010,North Carolina-Pasquotank,2010,40626,37139
North Carolina-Pasquotank:2011,North Carolina-Pasquotank,2011,40266,37139
North Carolina-Pasquotank:2012,North Carolina-Pasquotank,2012,40378,37139
North Carolina-Pasquotank:2013,North Carolina-Pasquotank,2013,39548,37139
North Carolina-Pasquotank:2014,North Carolina-Pasquotank,2014,39436,37139
North Carolina-Pasquotank:2015,North Carolina-Pasquotank,2015,39384,37139
North Carolina-Pasquotank:2016,North Carolina-Pasquotank,2016,39392,37139
North Carolina-Pasquotank:2017,North Carolina-Pasquotank,2017,39386,37139
North Carolina-Pasquotank:2018,North Carolina-Pasquotank,2018,39583,37139
North Carolina-Pasquotank:2019,North Carolina-Pasquotank,2019,39824,37139
North Carolina-Pender:2000,North Carolina-Pender,2000,41212,37141
North Carolina-Pender:2001,North Carolina-Pender,2001,41610,37141
North Carolina-Pender:2002,North Carolina-Pender,2002,42416,37141
North Carolina-Pender:2003,North Carolina-Pender,2003,42949,37141
North Carolina-Pender:2004,North Carolina-Pender,2004,44136,37141
North Carolina-Pender:2005,North Carolina-Pender,2005,45485,37141
North Carolina-Pender:2006,North Carolina-Pender,2006,47481,37141
North Carolina-Pender:2007,North Carolina-Pender,2007,49181,37141
North Carolina-Pender:2008,North Carolina-Pender,2008,50551,37141
North Carolina-Pender:2009,North Carolina-Pender,2009,51636,37141
North Carolina-Pender:2010,North Carolina-Pender,2010,52415,37141
North Carolina-Pender:2011,North Carolina-Pender,2011,53175,37141
North Carolina-Pender:2012,North Carolina-Pender,2012,53714,37141
North Carolina-Pender:2013,North Carolina-Pender,2013,54779,37141
North Carolina-Pender:2014,North Carolina-Pender,2014,55900,37141
North Carolina-Pender:2015,North Carolina-Pender,2015,57426,37141
North Carolina-Pender:2016,North Carolina-Pender,2016,58771,37141
North Carolina-Pender:2017,North Carolina-Pender,2017,60719,37141
North Carolina-Pender:2018,North Carolina-Pender,2018,62017,37141
North Carolina-Pender:2019,North Carolina-Pender,2019,63060,37141
North Carolina-Perquimans:2000,North Carolina-Perquimans,2000,11413,37143
North Carolina-Perquimans:2001,North Carolina-Perquimans,2001,11533,37143
North Carolina-Perquimans:2002,North Carolina-Perquimans,2002,11598,37143
North Carolina-Perquimans:2003,North Carolina-Perquimans,2003,11696,37143
North Carolina-Perquimans:2004,North Carolina-Perquimans,2004,11817,37143
North Carolina-Perquimans:2005,North Carolina-Perquimans,2005,12102,37143
North Carolina-Perquimans:2006,North Carolina-Perquimans,2006,12494,37143
North Carolina-Perquimans:2007,North Carolina-Perquimans,2007,12901,37143
North Carolina-Perquimans:2008,North Carolina-Perquimans,2008,13292,37143
North Carolina-Perquimans:2009,North Carolina-Perquimans,2009,13273,37143
North Carolina-Perquimans:2010,North Carolina-Perquimans,2010,13480,37143
North Carolina-Perquimans:2011,North Carolina-Perquimans,2011,13498,37143
North Carolina-Perquimans:2012,North Carolina-Perquimans,2012,13587,37143
North Carolina-Perquimans:2013,North Carolina-Perquimans,2013,13634,37143
North Carolina-Perquimans:2014,North Carolina-Perquimans,2014,13538,37143
North Carolina-Perquimans:2015,North Carolina-Perquimans,2015,13463,37143
North Carolina-Perquimans:2016,North Carolina-Perquimans,2016,13402,37143
North Carolina-Perquimans:2017,North Carolina-Perquimans,2017,13439,37143
North Carolina-Perquimans:2018,North Carolina-Perquimans,2018,13381,37143
North Carolina-Perquimans:2019,North Carolina-Perquimans,2019,13463,37143
North Carolina-Person:2000,North Carolina-Person,2000,35759,37145
North Carolina-Person:2001,North Carolina-Person,2001,36085,37145
North Carolina-Person:2002,North Carolina-Person,2002,36751,37145
North Carolina-Person:2003,North Carolina-Person,2003,37104,37145
North Carolina-Person:2004,North Carolina-Person,2004,37391,37145
North Carolina-Person:2005,North Carolina-Person,2005,37931,37145
North Carolina-Person:2006,North Carolina-Person,2006,38244,37145
North Carolina-Person:2007,North Carolina-Person,2007,38656,37145
North Carolina-Person:2008,North Carolina-Person,2008,39016,37145
North Carolina-Person:2009,North Carolina-Person,2009,39335,37145
North Carolina-Person:2010,North Carolina-Person,2010,39411,37145
North Carolina-Person:2011,North Carolina-Person,2011,39520,37145
North Carolina-Person:2012,North Carolina-Person,2012,39175,37145
North Carolina-Person:2013,North Carolina-Person,2013,39239,37145
North Carolina-Person:2014,North Carolina-Person,2014,39114,37145
North Carolina-Person:2015,North Carolina-Person,2015,39190,37145
North Carolina-Person:2016,North Carolina-Person,2016,39270,37145
North Carolina-Person:2017,North Carolina-Person,2017,39338,37145
North Carolina-Person:2018,North Carolina-Person,2018,39436,37145
North Carolina-Person:2019,North Carolina-Person,2019,39490,37145
North Carolina-Pitt:2000,North Carolina-Pitt,2000,134298,37147
North Carolina-Pitt:2001,North Carolina-Pitt,2001,136605,37147
North Carolina-Pitt:2002,North Carolina-Pitt,2002,139128,37147
North Carolina-Pitt:2003,North Carolina-Pitt,2003,141610,37147
North Carolina-Pitt:2004,North Carolina-Pitt,2004,144486,37147
North Carolina-Pitt:2005,North Carolina-Pitt,2005,147929,37147
North Carolina-Pitt:2006,North Carolina-Pitt,2006,152934,37147
North Carolina-Pitt:2007,North Carolina-Pitt,2007,157479,37147
North Carolina-Pitt:2008,North Carolina-Pitt,2008,162116,37147
North Carolina-Pitt:2009,North Carolina-Pitt,2009,165581,37147
North Carolina-Pitt:2010,North Carolina-Pitt,2010,168863,37147
North Carolina-Pitt:2011,North Carolina-Pitt,2011,170791,37147
North Carolina-Pitt:2012,North Carolina-Pitt,2012,172980,37147
North Carolina-Pitt:2013,North Carolina-Pitt,2013,174380,37147
North Carolina-Pitt:2014,North Carolina-Pitt,2014,174974,37147
North Carolina-Pitt:2015,North Carolina-Pitt,2015,176071,37147
North Carolina-Pitt:2016,North Carolina-Pitt,2016,177171,37147
North Carolina-Pitt:2017,North Carolina-Pitt,2017,178607,37147
North Carolina-Pitt:2018,North Carolina-Pitt,2018,179575,37147
North Carolina-Pitt:2019,North Carolina-Pitt,2019,180742,37147
North Carolina-Polk:2000,North Carolina-Polk,2000,18403,37149
North Carolina-Polk:2001,North Carolina-Polk,2001,18683,37149
North Carolina-Polk:2002,North Carolina-Polk,2002,18928,37149
North Carolina-Polk:2003,North Carolina-Polk,2003,19064,37149
North Carolina-Polk:2004,North Carolina-Polk,2004,19325,37149
North Carolina-Polk:2005,North Carolina-Polk,2005,19557,37149
North Carolina-Polk:2006,North Carolina-Polk,2006,19912,37149
North Carolina-Polk:2007,North Carolina-Polk,2007,20145,37149
North Carolina-Polk:2008,North Carolina-Polk,2008,20393,37149
North Carolina-Polk:2009,North Carolina-Polk,2009,20531,37149
North Carolina-Polk:2010,North Carolina-Polk,2010,20475,37149
North Carolina-Polk:2011,North Carolina-Polk,2011,20288,37149
North Carolina-Polk:2012,North Carolina-Polk,2012,20249,37149
North Carolina-Polk:2013,North Carolina-Polk,2013,20388,37149
North Carolina-Polk:2014,North Carolina-Polk,2014,20367,37149
North Carolina-Polk:2015,North Carolina-Polk,2015,20414,37149
North Carolina-Polk:2016,North Carolina-Polk,2016,20414,37149
North Carolina-Polk:2017,North Carolina-Polk,2017,20564,37149
North Carolina-Polk:2018,North Carolina-Polk,2018,20668,37149
North Carolina-Polk:2019,North Carolina-Polk,2019,20724,37149
North Carolina-Randolph:2000,North Carolina-Randolph,2000,130995,37151
North Carolina-Randolph:2001,North Carolina-Randolph,2001,132092,37151
North Carolina-Randolph:2002,North Carolina-Randolph,2002,132989,37151
North Carolina-Randolph:2003,North Carolina-Randolph,2003,134034,37151
North Carolina-Randolph:2004,North Carolina-Randolph,2004,134732,37151
North Carolina-Randolph:2005,North Carolina-Randolph,2005,136301,37151
North Carolina-Randolph:2006,North Carolina-Randolph,2006,137885,37151
North Carolina-Randolph:2007,North Carolina-Randolph,2007,138855,37151
North Carolina-Randolph:2008,North Carolina-Randolph,2008,140297,37151
North Carolina-Randolph:2009,North Carolina-Randolph,2009,141175,37151
North Carolina-Randolph:2010,North Carolina-Randolph,2010,141985,37151
North Carolina-Randolph:2011,North Carolina-Randolph,2011,141858,37151
North Carolina-Randolph:2012,North Carolina-Randolph,2012,142270,37151
North Carolina-Randolph:2013,North Carolina-Randolph,2013,142308,37151
North Carolina-Randolph:2014,North Carolina-Randolph,2014,142474,37151
North Carolina-Randolph:2015,North Carolina-Randolph,2015,142575,37151
North Carolina-Randolph:2016,North Carolina-Randolph,2016,143062,37151
North Carolina-Randolph:2017,North Carolina-Randolph,2017,143037,37151
North Carolina-Randolph:2018,North Carolina-Randolph,2018,143249,37151
North Carolina-Randolph:2019,North Carolina-Randolph,2019,143667,37151
North Carolina-Richmond:2000,North Carolina-Richmond,2000,46611,37153
North Carolina-Richmond:2001,North Carolina-Richmond,2001,46480,37153
North Carolina-Richmond:2002,North Carolina-Richmond,2002,46659,37153
North Carolina-Richmond:2003,North Carolina-Richmond,2003,46292,37153
North Carolina-Richmond:2004,North Carolina-Richmond,2004,46227,37153
North Carolina-Richmond:2005,North Carolina-Richmond,2005,46310,37153
North Carolina-Richmond:2006,North Carolina-Richmond,2006,46263,37153
North Carolina-Richmond:2007,North Carolina-Richmond,2007,46390,37153
North Carolina-Richmond:2008,North Carolina-Richmond,2008,46538,37153
North Carolina-Richmond:2009,North Carolina-Richmond,2009,46537,37153
North Carolina-Richmond:2010,North Carolina-Richmond,2010,46635,37153
North Carolina-Richmond:2011,North Carolina-Richmond,2011,46651,37153
North Carolina-Richmond:2012,North Carolina-Richmond,2012,46359,37153
North Carolina-Richmond:2013,North Carolina-Richmond,2013,46133,37153
North Carolina-Richmond:2014,North Carolina-Richmond,2014,45771,37153
North Carolina-Richmond:2015,North Carolina-Richmond,2015,45429,37153
North Carolina-Richmond:2016,North Carolina-Richmond,2016,45012,37153
North Carolina-Richmond:2017,North Carolina-Richmond,2017,44827,37153
North Carolina-Richmond:2018,North Carolina-Richmond,2018,44888,37153
North Carolina-Richmond:2019,North Carolina-Richmond,2019,44829,37153
North Carolina-Robeson:2000,North Carolina-Robeson,2000,123334,37155
North Carolina-Robeson:2001,North Carolina-Robeson,2001,123913,37155
North Carolina-Robeson:2002,North Carolina-Robeson,2002,124676,37155
North Carolina-Robeson:2003,North Carolina-Robeson,2003,125665,37155
North Carolina-Robeson:2004,North Carolina-Robeson,2004,126117,37155
North Carolina-Robeson:2005,North Carolina-Robeson,2005,127885,37155
North Carolina-Robeson:2006,North Carolina-Robeson,2006,128894,37155
North Carolina-Robeson:2007,North Carolina-Robeson,2007,130453,37155
North Carolina-Robeson:2008,North Carolina-Robeson,2008,131734,37155
North Carolina-Robeson:2009,North Carolina-Robeson,2009,132984,37155
North Carolina-Robeson:2010,North Carolina-Robeson,2010,134493,37155
North Carolina-Robeson:2011,North Carolina-Robeson,2011,135183,37155
North Carolina-Robeson:2012,North Carolina-Robeson,2012,135462,37155
North Carolina-Robeson:2013,North Carolina-Robeson,2013,135136,37155
North Carolina-Robeson:2014,North Carolina-Robeson,2014,134931,37155
North Carolina-Robeson:2015,North Carolina-Robeson,2015,134460,37155
North Carolina-Robeson:2016,North Carolina-Robeson,2016,133383,37155
North Carolina-Robeson:2017,North Carolina-Robeson,2017,132626,37155
North Carolina-Robeson:2018,North Carolina-Robeson,2018,131884,37155
North Carolina-Robeson:2019,North Carolina-Robeson,2019,130625,37155
North Carolina-Rockingham:2000,North Carolina-Rockingham,2000,92090,37157
North Carolina-Rockingham:2001,North Carolina-Rockingham,2001,92268,37157
North Carolina-Rockingham:2002,North Carolina-Rockingham,2002,92798,37157
North Carolina-Rockingham:2003,North Carolina-Rockingham,2003,92779,37157
North Carolina-Rockingham:2004,North Carolina-Rockingham,2004,92382,37157
North Carolina-Rockingham:2005,North Carolina-Rockingham,2005,92587,37157
North Carolina-Rockingham:2006,North Carolina-Rockingham,2006,92960,37157
North Carolina-Rockingham:2007,North Carolina-Rockingham,2007,93164,37157
North Carolina-Rockingham:2008,North Carolina-Rockingham,2008,93299,37157
North Carolina-Rockingham:2009,North Carolina-Rockingham,2009,93547,37157
North Carolina-Rockingham:2010,North Carolina-Rockingham,2010,93661,37157
North Carolina-Rockingham:2011,North Carolina-Rockingham,2011,93284,37157
North Carolina-Rockingham:2012,North Carolina-Rockingham,2012,92691,37157
North Carolina-Rockingham:2013,North Carolina-Rockingham,2013,91896,37157
North Carolina-Rockingham:2014,North Carolina-Rockingham,2014,91790,37157
North Carolina-Rockingham:2015,North Carolina-Rockingham,2015,91657,37157
North Carolina-Rockingham:2016,North Carolina-Rockingham,2016,91308,37157
North Carolina-Rockingham:2017,North Carolina-Rockingham,2017,90791,37157
North Carolina-Rockingham:2018,North Carolina-Rockingham,2018,90617,37157
North Carolina-Rockingham:2019,North Carolina-Rockingham,2019,91010,37157
North Carolina-Rowan:2000,North Carolina-Rowan,2000,130610,37159
North Carolina-Rowan:2001,North Carolina-Rowan,2001,131852,37159
North Carolina-Rowan:2002,North Carolina-Rowan,2002,132765,37159
North Carolina-Rowan:2003,North Carolina-Rowan,2003,132562,37159
North Carolina-Rowan:2004,North Carolina-Rowan,2004,132202,37159
North Carolina-Rowan:2005,North Carolina-Rowan,2005,132527,37159
North Carolina-Rowan:2006,North Carolina-Rowan,2006,134045,37159
North Carolina-Rowan:2007,North Carolina-Rowan,2007,135626,37159
North Carolina-Rowan:2008,North Carolina-Rowan,2008,137721,37159
North Carolina-Rowan:2009,North Carolina-Rowan,2009,138562,37159
North Carolina-Rowan:2010,North Carolina-Rowan,2010,138331,37159
North Carolina-Rowan:2011,North Carolina-Rowan,2011,137805,37159
North Carolina-Rowan:2012,North Carolina-Rowan,2012,137511,37159
North Carolina-Rowan:2013,North Carolina-Rowan,2013,137690,37159
North Carolina-Rowan:2014,North Carolina-Rowan,2014,138080,37159
North Carolina-Rowan:2015,North Carolina-Rowan,2015,138497,37159
North Carolina-Rowan:2016,North Carolina-Rowan,2016,139410,37159
North Carolina-Rowan:2017,North Carolina-Rowan,2017,140356,37159
North Carolina-Rowan:2018,North Carolina-Rowan,2018,141128,37159
North Carolina-Rowan:2019,North Carolina-Rowan,2019,142088,37159
North Carolina-Rutherford:2000,North Carolina-Rutherford,2000,63064,37161
